nodeID,newID,nodeType,nodeValue
110163,931,Case_Based,23
110164,932,Case_Based,5
111676,933,Case_Based,22
111770,934,Probabilistic_Methods,4
111866,935,Theory,24
112099,936,Case_Based,8
112378,937,Case_Based,23
112787,938,Case_Based,18
112813,939,Case_Based,24
114189,940,Probabilistic_Methods,14
114308,941,Reinforcement_Learning,23
114966,942,Neural_Networks,21
115188,943,Neural_Networks,5
116021,944,Theory,20
116081,945,Rule_Learning,21
116084,946,Rule_Learning,21
116087,947,Rule_Learning,21
116512,948,Neural_Networks,21
116528,949,Theory,20
116545,950,Genetic_Algorithms,19
116552,951,Genetic_Algorithms,16
116553,952,Genetic_Algorithms,21
116790,953,Probabilistic_Methods,3
117315,954,Genetic_Algorithms,22
117316,955,Genetic_Algorithms,19
117328,956,Case_Based,7
118079,957,Reinforcement_Learning,17
118259,958,Reinforcement_Learning,20
118260,959,Reinforcement_Learning,16
118424,960,Neural_Networks,20
118435,961,Neural_Networks,17
118436,962,Neural_Networks,8
118558,963,Reinforcement_Learning,16
118559,964,Reinforcement_Learning,24
118682,965,Probabilistic_Methods,23
118873,966,Neural_Networks,4
119686,967,Neural_Networks,26
119712,968,Genetic_Algorithms,19
119761,969,Neural_Networks,21
119956,970,Neural_Networks,21
120013,971,Neural_Networks,20
120039,972,Case_Based,23
120084,973,Neural_Networks,23
120817,974,Neural_Networks,22
121792,975,Neural_Networks,26
123556,976,Neural_Networks,6
123825,977,Neural_Networks,21
124064,978,Reinforcement_Learning,21
124224,979,Neural_Networks,20
124296,980,Neural_Networks,20
124734,981,Theory,4
124828,982,Neural_Networks,19
124952,983,Probabilistic_Methods,22
126128,984,Neural_Networks,23
126793,985,Probabilistic_Methods,22
126867,986,Case_Based,7
126868,987,Case_Based,20
126909,988,Probabilistic_Methods,9
126912,989,Probabilistic_Methods,25
126920,990,Probabilistic_Methods,24
126926,991,Probabilistic_Methods,19
126927,992,Probabilistic_Methods,23
127033,993,Genetic_Algorithms,21
127940,994,Neural_Networks,20
128202,995,Theory,10
128203,996,Theory,2
128383,997,Case_Based,21
128540,998,Genetic_Algorithms,18
129042,999,Case_Based,21
129045,1000,Case_Based,20
129287,1001,Neural_Networks,17
129558,1002,Case_Based,8
129896,1003,Probabilistic_Methods,17
129897,1004,Probabilistic_Methods,4
131042,1005,Neural_Networks,20
131117,1006,Neural_Networks,24
131122,1007,Neural_Networks,16
131315,1008,Neural_Networks,18
131317,1009,Neural_Networks,21
131318,1010,Neural_Networks,26
132806,1011,Genetic_Algorithms,25
132821,1012,Theory,18
133550,1013,Neural_Networks,20
133553,1014,Neural_Networks,22
133563,1015,Neural_Networks,21
133566,1016,Neural_Networks,21
133567,1017,Neural_Networks,16
133615,1018,Rule_Learning,22
133628,1019,Theory,18
134060,1020,Theory,10
134128,1021,Reinforcement_Learning,17
134199,1022,Genetic_Algorithms,16
134219,1023,Genetic_Algorithms,11
134307,1024,Probabilistic_Methods,15
134314,1025,Probabilistic_Methods,21
134315,1026,Probabilistic_Methods,19
134316,1027,Probabilistic_Methods,21
134320,1028,Probabilistic_Methods,21
135130,1029,Reinforcement_Learning,5
135464,1030,Neural_Networks,3
135765,1031,Rule_Learning,4
135766,1032,Rule_Learning,22
135798,1033,Case_Based,15
136665,1034,Reinforcement_Learning,20
136766,1035,Rule_Learning,17
136767,1036,Theory,7
136768,1037,Rule_Learning,17
137130,1038,Probabilistic_Methods,12
137359,1039,Rule_Learning,23
137380,1040,Rule_Learning,23
137790,1041,Theory,3
137849,1042,Probabilistic_Methods,20
137868,1043,Probabilistic_Methods,20
137873,1044,Probabilistic_Methods,19
137956,1045,Rule_Learning,23
139547,1046,Neural_Networks,23
139738,1047,Neural_Networks,22
139865,1048,Neural_Networks,5
140005,1049,Theory,23
140569,1050,Neural_Networks,15
141160,1051,Neural_Networks,25
141171,1052,Neural_Networks,24
141324,1053,Genetic_Algorithms,16
141342,1054,Genetic_Algorithms,19
141347,1055,Genetic_Algorithms,23
141596,1056,Neural_Networks,18
141868,1057,Case_Based,20
142268,1058,Probabilistic_Methods,27
143323,1059,Case_Based,22
143476,1060,Probabilistic_Methods,23
143676,1061,Neural_Networks,6
143801,1062,Neural_Networks,17
144212,1063,Genetic_Algorithms,13
144330,1064,Theory,20
144408,1065,Neural_Networks,17
144679,1066,Case_Based,6
144701,1067,Genetic_Algorithms,19
145134,1068,Neural_Networks,22
145176,1069,Neural_Networks,18
145215,1070,Case_Based,5
145315,1071,Rule_Learning,6
145384,1072,Reinforcement_Learning,15
147870,1073,Neural_Networks,8
148170,1074,Genetic_Algorithms,18
148341,1075,Genetic_Algorithms,20
148399,1076,Theory,22
149139,1077,Theory,20
149669,1078,Probabilistic_Methods,15
151430,1079,Rule_Learning,17
151708,1080,Neural_Networks,22
152219,1081,Neural_Networks,17
152226,1082,Theory,14
152227,1083,Theory,16
152483,1084,Genetic_Algorithms,18
152731,1085,Neural_Networks,22
153063,1086,Probabilistic_Methods,15
153598,1087,Reinforcement_Learning,21
154023,1088,Neural_Networks,17
154047,1089,Neural_Networks,21
154134,1090,Case_Based,17
154982,1091,Probabilistic_Methods,23
155158,1092,Rule_Learning,25
155277,1093,Probabilistic_Methods,21
155736,1094,Theory,7
155738,1095,Theory,14
156794,1096,Probabilistic_Methods,16
156977,1097,Neural_Networks,25
157401,1098,Neural_Networks,21
157761,1099,Theory,23
157805,1100,Theory,22
158098,1101,Probabilistic_Methods,13
158172,1102,Probabilistic_Methods,2
158614,1103,Theory,20
158812,1104,Neural_Networks,6
159084,1105,Neural_Networks,18
159085,1106,Neural_Networks,5
159897,1107,Probabilistic_Methods,17
160705,1108,Neural_Networks,19
160732,1109,Rule_Learning,8
161221,1110,Neural_Networks,15
162075,1111,Neural_Networks,20
162080,1112,Neural_Networks,22
162664,1113,Probabilistic_Methods,20
163235,1114,Neural_Networks,19
164885,1115,Genetic_Algorithms,22
166420,1116,Theory,22
166825,1117,Case_Based,16
166989,1118,Theory,19
167205,1119,Rule_Learning,19
167656,1120,Theory,17
167670,1121,Probabilistic_Methods,16
168332,1122,Reinforcement_Learning,22
168410,1123,Reinforcement_Learning,19
168958,1124,Neural_Networks,20
169279,1125,Neural_Networks,19
169280,1126,Neural_Networks,23
170338,1127,Reinforcement_Learning,22
170798,1128,Case_Based,17
171225,1129,Neural_Networks,27
171954,1130,Theory,23
173863,1131,Probabilistic_Methods,15
173884,1132,Probabilistic_Methods,23
174418,1133,Theory,19
174425,1134,Theory,21
175256,1135,Genetic_Algorithms,5
175291,1136,Neural_Networks,18
175548,1137,Neural_Networks,22
175576,1138,Theory,25
175909,1139,Case_Based,23
177115,1140,Case_Based,24
177993,1141,Genetic_Algorithms,18
177998,1142,Genetic_Algorithms,21
178209,1143,Rule_Learning,17
178718,1144,Genetic_Algorithms,16
178727,1145,Genetic_Algorithms,17
179180,1146,Neural_Networks,22
179702,1147,Neural_Networks,20
179706,1148,Neural_Networks,20
180187,1149,Rule_Learning,21
180301,1150,Probabilistic_Methods,23
180373,1151,Neural_Networks,16
180399,1152,Neural_Networks,21
181782,1153,Reinforcement_Learning,17
182093,1154,Reinforcement_Learning,16
182094,1155,Genetic_Algorithms,23
184157,1156,Reinforcement_Learning,21
184918,1157,Neural_Networks,21
187260,1158,Case_Based,6
187354,1159,Rule_Learning,23
188318,1160,Neural_Networks,20
188471,1161,Reinforcement_Learning,19
189566,1162,Probabilistic_Methods,6
189571,1163,Probabilistic_Methods,23
189572,1164,Probabilistic_Methods,20
189574,1165,Probabilistic_Methods,20
189577,1166,Probabilistic_Methods,23
189620,1167,Probabilistic_Methods,25
189623,1168,Probabilistic_Methods,21
189655,1169,Probabilistic_Methods,13
189708,1170,Probabilistic_Methods,20
189721,1171,Probabilistic_Methods,18
189774,1172,Probabilistic_Methods,20
189856,1173,Probabilistic_Methods,23
190697,1174,Genetic_Algorithms,20
190698,1175,Neural_Networks,23
190706,1176,Genetic_Algorithms,22
191216,1177,Neural_Networks,5
191222,1178,Neural_Networks,22
191404,1179,Probabilistic_Methods,22
192734,1180,Theory,20
192850,1181,Theory,25
192870,1182,Neural_Networks,22
193347,1183,Rule_Learning,21
193352,1184,Rule_Learning,17
193354,1185,Rule_Learning,25
193742,1186,Reinforcement_Learning,23
193918,1187,Neural_Networks,25
193931,1188,Neural_Networks,8
193932,1189,Neural_Networks,21
194223,1190,Probabilistic_Methods,21
194609,1191,Neural_Networks,3
194617,1192,Neural_Networks,15
194645,1193,Reinforcement_Learning,20
195150,1194,Rule_Learning,24
195361,1195,Reinforcement_Learning,21
195792,1196,Genetic_Algorithms,9
197054,1197,Reinforcement_Learning,20
197452,1198,Neural_Networks,25
197783,1199,Neural_Networks,19
198443,1200,Genetic_Algorithms,13
198653,1201,Genetic_Algorithms,21
198866,1202,Case_Based,17
199571,1203,Neural_Networks,21
200480,1204,Case_Based,22
200630,1205,Neural_Networks,23
202520,1206,Probabilistic_Methods,6
202522,1207,Probabilistic_Methods,23
202639,1208,Neural_Networks,20
203646,1209,Neural_Networks,15
205192,1210,Neural_Networks,21
205196,1211,Neural_Networks,26
206259,1212,Reinforcement_Learning,23
206371,1213,Genetic_Algorithms,21
206524,1214,Rule_Learning,26
207395,1215,Case_Based,19
208345,1216,Case_Based,24
210309,1217,Theory,21
210871,1218,Genetic_Algorithms,20
210872,1219,Genetic_Algorithms,22
211432,1220,Theory,3
211875,1221,Neural_Networks,21
211906,1222,Theory,6
212097,1223,Probabilistic_Methods,21
212107,1224,Probabilistic_Methods,23
212777,1225,Rule_Learning,18
212930,1226,Neural_Networks,25
213246,1227,Neural_Networks,22
213279,1228,Neural_Networks,9
214472,1229,Reinforcement_Learning,15
215912,1230,Neural_Networks,20
216877,1231,Rule_Learning,20
216878,1232,Theory,18
217115,1233,Theory,22
217139,1234,Case_Based,20
217852,1235,Rule_Learning,3
217984,1236,Neural_Networks,24
218410,1237,Reinforcement_Learning,22
218666,1238,Case_Based,25
218682,1239,Case_Based,19
219218,1240,Probabilistic_Methods,21
219239,1241,Theory,20
219446,1242,Neural_Networks,9
219976,1243,Case_Based,19
220420,1244,Genetic_Algorithms,19
221302,1245,Case_Based,23
226698,1246,Neural_Networks,17
227178,1247,Genetic_Algorithms,20
227286,1248,Neural_Networks,24
228990,1249,Neural_Networks,24
228992,1250,Neural_Networks,20
229635,1251,Genetic_Algorithms,22
230300,1252,Reinforcement_Learning,20
230879,1253,Neural_Networks,12
230884,1254,Neural_Networks,19
231198,1255,Neural_Networks,25
231249,1256,Genetic_Algorithms,24
232605,1257,Rule_Learning,5
232606,1258,Rule_Learning,17
232860,1259,Neural_Networks,20
233106,1260,Neural_Networks,22
235670,1261,Rule_Learning,21
235678,1262,Rule_Learning,21
235679,1263,Rule_Learning,20
235683,1264,Rule_Learning,19
235776,1265,Theory,20
236759,1266,Neural_Networks,20
237376,1267,Theory,19
237489,1268,Neural_Networks,19
237521,1269,Neural_Networks,23
238099,1270,Rule_Learning,20
238401,1271,Theory,25
239800,1272,Theory,24
239810,1273,Case_Based,5
239829,1274,Case_Based,17
240321,1275,Neural_Networks,22
240791,1276,Genetic_Algorithms,26
241133,1277,Theory,15
241821,1278,Neural_Networks,20
242637,1279,Neural_Networks,25
242663,1280,Probabilistic_Methods,6
243274,1281,Neural_Networks,19
243483,1282,Genetic_Algorithms,19
245288,1283,Reinforcement_Learning,21
245955,1284,Reinforcement_Learning,16
246618,1285,Genetic_Algorithms,22
248119,1286,Theory,17
248395,1287,Neural_Networks,21
248425,1288,Genetic_Algorithms,21
248431,1289,Genetic_Algorithms,24
248823,1290,Reinforcement_Learning,22
249421,1291,Neural_Networks,4
249858,1292,Theory,16
250566,1293,Case_Based,4
251756,1294,Genetic_Algorithms,18
252715,1295,Rule_Learning,26
252725,1296,Rule_Learning,22
253762,1297,Probabilistic_Methods,19
253971,1298,Neural_Networks,23
254923,1299,Genetic_Algorithms,20
255233,1300,Case_Based,18
255628,1301,Neural_Networks,20
256106,1302,Neural_Networks,20
258259,1303,Neural_Networks,21
259126,1304,Neural_Networks,18
259701,1305,Genetic_Algorithms,17
259702,1306,Genetic_Algorithms,19
259772,1307,Case_Based,20
260121,1308,Neural_Networks,19
260979,1309,Theory,20
261040,1310,Case_Based,19
262108,1311,Neural_Networks,23
262121,1312,Genetic_Algorithms,21
262178,1313,Genetic_Algorithms,18
263069,1314,Genetic_Algorithms,8
263279,1315,Genetic_Algorithms,16
263482,1316,Rule_Learning,24
263486,1317,Rule_Learning,15
263498,1318,Genetic_Algorithms,10
263553,1319,Neural_Networks,21
264347,1320,Theory,4
264556,1321,Neural_Networks,21
265203,1322,Genetic_Algorithms,22
267003,1323,Neural_Networks,22
267824,1324,Neural_Networks,22
270085,1325,Genetic_Algorithms,6
270456,1326,Neural_Networks,22
270600,1327,Neural_Networks,26
272345,1328,Case_Based,15
272720,1329,Theory,21
273152,1330,Genetic_Algorithms,23
273949,1331,Theory,22
277263,1332,Rule_Learning,4
278394,1333,Neural_Networks,22
278403,1334,Neural_Networks,20
280876,1335,Probabilistic_Methods,8
282700,1336,Neural_Networks,21
284023,1337,Neural_Networks,24
284025,1338,Neural_Networks,20
284414,1339,Case_Based,23
285675,1340,Neural_Networks,21
285687,1341,Neural_Networks,26
286500,1342,Genetic_Algorithms,20
286513,1343,Genetic_Algorithms,22
286562,1344,Neural_Networks,21
287787,1345,Genetic_Algorithms,20
288107,1346,Theory,25
289085,1347,Neural_Networks,16
289088,1348,Neural_Networks,23
289779,1349,Genetic_Algorithms,21
289780,1350,Genetic_Algorithms,20
289781,1351,Genetic_Algorithms,20
289885,1352,Probabilistic_Methods,20
289945,1353,Neural_Networks,25
292277,1354,Genetic_Algorithms,18
293271,1355,Reinforcement_Learning,18
293285,1356,Theory,19
293974,1357,Probabilistic_Methods,18
294030,1358,Probabilistic_Methods,21
294126,1359,Rule_Learning,18
294145,1360,Rule_Learning,22
294239,1361,Neural_Networks,22
299195,1362,Neural_Networks,18
299197,1363,Neural_Networks,19
300071,1364,Probabilistic_Methods,23
300806,1365,Neural_Networks,17
302545,1366,Probabilistic_Methods,23
307015,1367,Genetic_Algorithms,17
307336,1368,Neural_Networks,20
307656,1369,Genetic_Algorithms,4
308003,1370,Rule_Learning,21
308232,1371,Rule_Learning,22
308529,1372,Reinforcement_Learning,20
308920,1373,Probabilistic_Methods,25
309476,1374,Theory,24
310530,1375,Case_Based,24
310653,1376,Probabilistic_Methods,18
310742,1377,Probabilistic_Methods,22
312409,1378,Neural_Networks,19
314459,1379,Neural_Networks,21
315266,1380,Probabilistic_Methods,15
315789,1381,Genetic_Algorithms,21
318071,1382,Probabilistic_Methods,23
318187,1383,Rule_Learning,20
321004,1384,Genetic_Algorithms,20
321861,1385,Theory,23
323128,1386,Theory,16
325314,1387,Neural_Networks,18
325497,1388,Reinforcement_Learning,11
328370,1389,Neural_Networks,21
330148,1390,Neural_Networks,14
330208,1391,Neural_Networks,24
334153,1392,Theory,16
335042,1393,Neural_Networks,17
335733,1394,Genetic_Algorithms,28
337766,1395,Case_Based,21
340075,1396,Neural_Networks,18
340078,1397,Neural_Networks,20
340299,1398,Neural_Networks,22
341188,1399,Reinforcement_Learning,23
342802,1400,Neural_Networks,22
345340,1401,Reinforcement_Learning,7
346243,1402,Theory,20
346292,1403,Neural_Networks,25
348305,1404,Rule_Learning,6
348437,1405,Theory,20
350319,1406,Neural_Networks,7
350362,1407,Theory,19
350373,1408,Theory,5
353541,1409,Neural_Networks,21
354004,1410,Probabilistic_Methods,25
358866,1411,Probabilistic_Methods,15
358884,1412,Theory,22
358887,1413,Probabilistic_Methods,20
358894,1414,Theory,22
359067,1415,Case_Based,25
360028,1416,Theory,20
362926,1417,Rule_Learning,21
365294,1418,Reinforcement_Learning,22
367312,1419,Neural_Networks,20
368431,1420,Theory,15
368605,1421,Neural_Networks,3
368657,1422,Neural_Networks,14
370366,1423,Neural_Networks,25
372862,1424,Rule_Learning,21
375605,1425,Genetic_Algorithms,17
375825,1426,Probabilistic_Methods,21
376704,1427,Case_Based,5
377303,1428,Genetic_Algorithms,24
379288,1429,Case_Based,15
380341,1430,Neural_Networks,18
384428,1431,Neural_Networks,18
385067,1432,Case_Based,21
385251,1433,Theory,3
385572,1434,Neural_Networks,16
387795,1435,Genetic_Algorithms,22
389715,1436,Theory,20
390693,1437,Neural_Networks,7
390889,1438,Neural_Networks,20
390894,1439,Probabilistic_Methods,26
390896,1440,Probabilistic_Methods,21
390922,1441,Probabilistic_Methods,15
395075,1442,Genetic_Algorithms,25
395540,1443,Probabilistic_Methods,20
395547,1444,Neural_Networks,18
395553,1445,Neural_Networks,16
395725,1446,Neural_Networks,19
396412,1447,Neural_Networks,19
397488,1448,Genetic_Algorithms,7
397590,1449,Rule_Learning,24
399173,1450,Case_Based,20
399339,1451,Reinforcement_Learning,19
399370,1452,Neural_Networks,8
400356,1453,Neural_Networks,20
400455,1454,Neural_Networks,16
400473,1455,Neural_Networks,24
408885,1456,Probabilistic_Methods,24
409255,1457,Neural_Networks,18
409725,1458,Rule_Learning,24
411005,1459,Neural_Networks,25
411092,1460,Rule_Learning,20
415693,1461,Genetic_Algorithms,20
416455,1462,Genetic_Algorithms,23
416867,1463,Theory,14
416964,1464,Neural_Networks,20
417017,1465,Case_Based,23
421481,1466,Probabilistic_Methods,20
423463,1467,Probabilistic_Methods,21
423816,1468,Genetic_Algorithms,21
424540,1469,Neural_Networks,20
427606,1470,Genetic_Algorithms,20
428610,1471,Neural_Networks,20
429781,1472,Theory,21
429805,1473,Case_Based,18
430329,1474,Neural_Networks,22
430574,1475,Neural_Networks,25
430711,1476,Neural_Networks,22
431206,1477,Probabilistic_Methods,21
436796,1478,Neural_Networks,19
440815,1479,Probabilistic_Methods,21
444191,1480,Neural_Networks,16
444240,1481,Genetic_Algorithms,21
445938,1482,Probabilistic_Methods,24
446271,1483,Probabilistic_Methods,24
446610,1484,Probabilistic_Methods,21
447224,1485,Genetic_Algorithms,23
447250,1486,Neural_Networks,26
449841,1487,Rule_Learning,21
458439,1488,Theory,21
459206,1489,Genetic_Algorithms,13
459213,1490,Genetic_Algorithms,22
459214,1491,Genetic_Algorithms,25
459216,1492,Genetic_Algorithms,19
463825,1493,Theory,17
466170,1494,Neural_Networks,19
467383,1495,Genetic_Algorithms,18
469504,1496,Neural_Networks,21
470511,1497,Case_Based,5
481073,1498,Reinforcement_Learning,22
486840,1499,Genetic_Algorithms,20
502574,1500,Case_Based,21
503871,1501,Genetic_Algorithms,25
503877,1502,Genetic_Algorithms,14
503883,1503,Genetic_Algorithms,24
503893,1504,Genetic_Algorithms,19
509233,1505,Theory,18
509315,1506,Genetic_Algorithms,23
509379,1507,Theory,23
510715,1508,Probabilistic_Methods,26
510718,1509,Probabilistic_Methods,22
513189,1510,Genetic_Algorithms,9
519318,1511,Probabilistic_Methods,19
519353,1512,Probabilistic_Methods,4
520471,1513,Rule_Learning,19
521183,1514,Case_Based,14
521207,1515,Case_Based,21
521251,1516,Case_Based,6
521252,1517,Theory,18
521269,1518,Case_Based,25
521855,1519,Probabilistic_Methods,21
522338,1520,Probabilistic_Methods,23
523010,1521,Neural_Networks,20
523394,1522,Probabilistic_Methods,24
523574,1523,Probabilistic_Methods,20
529165,1524,Neural_Networks,19
531348,1525,Probabilistic_Methods,19
531351,1526,Probabilistic_Methods,22
545647,1527,Theory,24
552469,1528,Theory,20
559804,1529,Probabilistic_Methods,20
560936,1530,Neural_Networks,16
561238,1531,Genetic_Algorithms,16
561364,1532,Probabilistic_Methods,17
561568,1533,Probabilistic_Methods,22
561581,1534,Probabilistic_Methods,25
561582,1535,Probabilistic_Methods,23
561593,1536,Probabilistic_Methods,17
561595,1537,Probabilistic_Methods,23
561610,1538,Probabilistic_Methods,23
561611,1539,Probabilistic_Methods,21
561613,1540,Probabilistic_Methods,21
561674,1541,Neural_Networks,12
561789,1542,Probabilistic_Methods,18
561809,1543,Probabilistic_Methods,20
562067,1544,Probabilistic_Methods,2
562123,1545,Neural_Networks,23
562940,1546,Rule_Learning,21
563613,1547,Neural_Networks,23
566488,1548,Case_Based,21
566653,1549,Case_Based,20
566664,1550,Case_Based,21
567005,1551,Neural_Networks,18
567018,1552,Neural_Networks,19
568045,1553,Rule_Learning,17
568857,1554,Genetic_Algorithms,22
573535,1555,Theory,8
573553,1556,Theory,21
573964,1557,Genetic_Algorithms,22
573978,1558,Genetic_Algorithms,19
574009,1559,Genetic_Algorithms,23
574264,1560,Genetic_Algorithms,21
574462,1561,Genetic_Algorithms,6
574710,1562,Genetic_Algorithms,23
575077,1563,Genetic_Algorithms,21
575292,1564,Genetic_Algorithms,17
575331,1565,Genetic_Algorithms,22
575402,1566,Genetic_Algorithms,23
575795,1567,Genetic_Algorithms,22
576257,1568,Genetic_Algorithms,19
576362,1569,Genetic_Algorithms,20
576691,1570,Genetic_Algorithms,20
576725,1571,Genetic_Algorithms,22
576795,1572,Genetic_Algorithms,6
576973,1573,Genetic_Algorithms,21
577086,1574,Genetic_Algorithms,23
577227,1575,Genetic_Algorithms,24
577331,1576,Genetic_Algorithms,23
578306,1577,Neural_Networks,21
578309,1578,Neural_Networks,20
578337,1579,Neural_Networks,21
578347,1580,Neural_Networks,7
578365,1581,Neural_Networks,23
578645,1582,Genetic_Algorithms,24
578646,1583,Genetic_Algorithms,16
578649,1584,Genetic_Algorithms,8
578650,1585,Genetic_Algorithms,18
578669,1586,Genetic_Algorithms,19
578780,1587,Genetic_Algorithms,21
578845,1588,Genetic_Algorithms,21
578898,1589,Genetic_Algorithms,20
579008,1590,Genetic_Algorithms,23
579108,1591,Genetic_Algorithms,22
582139,1592,Neural_Networks,16
582343,1593,Theory,20
582349,1594,Neural_Networks,22
582511,1595,Theory,20
583318,1596,Genetic_Algorithms,19
589923,1597,Probabilistic_Methods,19
590022,1598,Probabilistic_Methods,18
591016,1599,Rule_Learning,21
591017,1600,Rule_Learning,25
592826,1601,Rule_Learning,13
592830,1602,Rule_Learning,17
592973,1603,Genetic_Algorithms,19
592975,1604,Genetic_Algorithms,20
592986,1605,Genetic_Algorithms,9
592993,1606,Genetic_Algorithms,26
592996,1607,Genetic_Algorithms,23
593022,1608,Genetic_Algorithms,20
593060,1609,Genetic_Algorithms,22
593068,1610,Genetic_Algorithms,16
593091,1611,Genetic_Algorithms,20
593104,1612,Genetic_Algorithms,19
593105,1613,Genetic_Algorithms,24
593155,1614,Genetic_Algorithms,18
593201,1615,Genetic_Algorithms,21
593209,1616,Genetic_Algorithms,16
593210,1617,Genetic_Algorithms,17
593240,1618,Genetic_Algorithms,24
593248,1619,Genetic_Algorithms,22
593260,1620,Genetic_Algorithms,17
593328,1621,Genetic_Algorithms,20
593329,1622,Genetic_Algorithms,19
593544,1623,Genetic_Algorithms,24
593559,1624,Genetic_Algorithms,15
593560,1625,Genetic_Algorithms,22
593813,1626,Genetic_Algorithms,18
593859,1627,Genetic_Algorithms,24
593921,1628,Genetic_Algorithms,23
593942,1629,Genetic_Algorithms,22
594011,1630,Genetic_Algorithms,14
594025,1631,Genetic_Algorithms,13
594039,1632,Genetic_Algorithms,19
594047,1633,Genetic_Algorithms,20
594119,1634,Genetic_Algorithms,14
594387,1635,Genetic_Algorithms,19
594483,1636,Genetic_Algorithms,19
594511,1637,Genetic_Algorithms,5
594543,1638,Genetic_Algorithms,24
594649,1639,Genetic_Algorithms,4
594900,1640,Genetic_Algorithms,21
595056,1641,Genetic_Algorithms,19
595063,1642,Genetic_Algorithms,16
595157,1643,Genetic_Algorithms,2
595193,1644,Genetic_Algorithms,24
596075,1645,Case_Based,20
601462,1646,Genetic_Algorithms,17
601561,1647,Rule_Learning,17
601567,1648,Rule_Learning,20
604073,1649,Neural_Networks,21
606479,1650,Genetic_Algorithms,22
606647,1651,Genetic_Algorithms,10
608190,1652,Genetic_Algorithms,16
608191,1653,Genetic_Algorithms,19
608292,1654,Genetic_Algorithms,21
608326,1655,Genetic_Algorithms,21
610529,1656,Neural_Networks,7
612306,1657,Rule_Learning,13
613409,1658,Probabilistic_Methods,23
616336,1659,Rule_Learning,6
617378,1660,Neural_Networks,17
617575,1661,Neural_Networks,18
621555,1662,Neural_Networks,17
626530,1663,Probabilistic_Methods,23
626531,1664,Probabilistic_Methods,23
626574,1665,Probabilistic_Methods,5
626999,1666,Neural_Networks,19
627024,1667,Neural_Networks,22
628458,1668,Neural_Networks,18
628459,1669,Neural_Networks,23
628500,1670,Reinforcement_Learning,19
628667,1671,Reinforcement_Learning,25
628668,1672,Reinforcement_Learning,17
628751,1673,Neural_Networks,21
628764,1674,Neural_Networks,21
628766,1675,Neural_Networks,19
628815,1676,Reinforcement_Learning,19
628888,1677,Neural_Networks,7
630817,1678,Neural_Networks,21
630890,1679,Neural_Networks,23
631015,1680,Neural_Networks,14
631052,1681,Neural_Networks,21
632796,1682,Probabilistic_Methods,6
632874,1683,Probabilistic_Methods,19
632935,1684,Probabilistic_Methods,15
633030,1685,Probabilistic_Methods,24
633031,1686,Probabilistic_Methods,24
633081,1687,Probabilistic_Methods,18
633585,1688,Probabilistic_Methods,23
633721,1689,Probabilistic_Methods,18
634902,1690,Genetic_Algorithms,20
634904,1691,Genetic_Algorithms,18
634938,1692,Genetic_Algorithms,22
634975,1693,Genetic_Algorithms,20
636098,1694,Theory,18
636500,1695,Theory,18
636511,1696,Neural_Networks,23
640617,1697,Genetic_Algorithms,21
641956,1698,Neural_Networks,19
641976,1699,Neural_Networks,18
642593,1700,Neural_Networks,24
642621,1701,Probabilistic_Methods,6
642641,1702,Probabilistic_Methods,21
642681,1703,Probabilistic_Methods,18
642798,1704,Probabilistic_Methods,20
642827,1705,Probabilistic_Methods,9
642847,1706,Probabilistic_Methods,18
642894,1707,Probabilistic_Methods,22
642920,1708,Neural_Networks,24
642930,1709,Neural_Networks,23
643003,1710,Probabilistic_Methods,22
643069,1711,Probabilistic_Methods,20
643199,1712,Genetic_Algorithms,9
643221,1713,Probabilistic_Methods,17
643239,1714,Probabilistic_Methods,25
643485,1715,Probabilistic_Methods,13
643597,1716,Probabilistic_Methods,25
643695,1717,Probabilistic_Methods,21
643734,1718,Neural_Networks,22
643735,1719,Neural_Networks,21
643777,1720,Neural_Networks,22
644093,1721,Probabilistic_Methods,20
644334,1722,Probabilistic_Methods,15
644361,1723,Probabilistic_Methods,17
644363,1724,Probabilistic_Methods,20
644427,1725,Probabilistic_Methods,27
644441,1726,Probabilistic_Methods,16
644448,1727,Probabilistic_Methods,15
644470,1728,Probabilistic_Methods,20
644494,1729,Probabilistic_Methods,18
644577,1730,Probabilistic_Methods,21
644843,1731,Probabilistic_Methods,11
645016,1732,Probabilistic_Methods,15
645046,1733,Probabilistic_Methods,9
645084,1734,Probabilistic_Methods,24
645088,1735,Probabilistic_Methods,18
645452,1736,Probabilistic_Methods,19
645571,1737,Probabilistic_Methods,18
645870,1738,Probabilistic_Methods,22
645897,1739,Probabilistic_Methods,23
646195,1740,Probabilistic_Methods,6
646286,1741,Probabilistic_Methods,16
646289,1742,Probabilistic_Methods,22
646334,1743,Probabilistic_Methods,24
646357,1744,Probabilistic_Methods,21
646412,1745,Probabilistic_Methods,21
646440,1746,Probabilistic_Methods,19
646809,1747,Genetic_Algorithms,24
646836,1748,Genetic_Algorithms,25
646837,1749,Genetic_Algorithms,20
646900,1750,Genetic_Algorithms,18
646913,1751,Genetic_Algorithms,5
647315,1752,Genetic_Algorithms,16
647408,1753,Genetic_Algorithms,21
647413,1754,Genetic_Algorithms,22
647447,1755,Genetic_Algorithms,21
648106,1756,Neural_Networks,24
648112,1757,Neural_Networks,21
648121,1758,Neural_Networks,10
648232,1759,Neural_Networks,17
648369,1760,Neural_Networks,4
649730,1761,Neural_Networks,24
649731,1762,Neural_Networks,20
