sourceID,targetID,edgeType
8079,192850,type4
8224,6311,type1
8224,133615,type2
8224,62389,type2
8224,49847,type2
8224,368431,type2
8224,1153148,type3
8224,1153866,type3
8224,263279,type3
8224,1108728,type3
8224,97377,type3
8224,1110426,type3
8224,30895,type4
8224,1111788,type4
8224,1128531,type4
8224,23738,type4
8224,11342,type4
8224,6639,type4
8224,22431,type4
8224,22563,type4
8224,1132815,type4
8224,55403,type4
8224,601567,type4
8224,49844,type4
8224,65653,type4
8224,49843,type4
8581,1120059,type3
8581,1132968,type3
8581,2665,type4
8581,75691,type4
8581,75695,type4
8591,709113,type1
8591,1154525,type2
8591,167205,type4
8591,137956,type4
8594,232605,type2
8594,1213,type2
8594,1132809,type3
8594,8591,type3
8594,58268,type3
8594,709113,type3
8594,180187,type4
8594,1154525,type4
8617,36145,type1
8617,12359,type2
8617,175291,type4
8617,52784,type4
8617,1116268,type4
8619,36145,type3
8619,175291,type3
8687,1102751,type2
8687,38000,type2
8696,104840,type2
8696,1102751,type4
8699,104840,type4
8699,1102751,type4
8703,51909,type1
8703,502574,type2
8703,308232,type2
8703,1102751,type2
8703,89335,type2
8703,173884,type2
8703,59244,type2
8703,353541,type3
8703,27535,type3
8703,51866,type3
8703,104840,type3
8703,101145,type3
8703,1119078,type4
8703,434,type4
8703,1105428,type4
8766,409725,type1
8821,1153811,type3
8821,1102761,type4
8832,1102761,type4
8865,395075,type1
8865,103515,type1
8865,647408,type2
8865,1129570,type3
8865,8875,type3
8865,785678,type3
8865,608292,type3
8872,1153860,type2
8872,229635,type2
8872,1104647,type2
8872,395075,type2
8872,1152761,type3
8872,197054,type4
8872,8875,type4
8872,1125092,type4
8874,8875,type2
8874,395075,type3
8874,647447,type4
8874,646809,type4
8874,1120643,type4
8874,1153816,type4
8874,608292,type4
8875,608292,type2
8875,1129570,type3
8875,1152676,type3
8875,395075,type4
8875,18582,type4
8961,1103610,type3
8961,1133390,type4
9513,102879,type1
9515,4804,type3
9515,102879,type3
9515,9513,type4
9559,252725,type3
9559,1102794,type4
9581,1130780,type2
9581,633585,type4
9586,1120138,type3
9586,33818,type4
9708,136766,type4
9708,1153003,type4
9708,181782,type4
9708,136768,type4
9708,1130539,type4
9716,1153262,type3
9716,28674,type4
9716,6539,type4
10169,158614,type1
10169,211875,type1
10169,17798,type1
10169,259126,type2
10169,711598,type2
10169,63477,type3
10169,114189,type3
10169,552469,type3
10169,3231,type3
10169,49660,type3
10169,20850,type3
10169,39126,type3
10169,6334,type4
10169,636098,type4
10169,1107067,type4
10169,1123867,type4
10169,63486,type4
10169,85452,type4
10169,39131,type4
10174,10186,type2
10177,12197,type1
10177,12198,type1
10177,27606,type2
10177,124734,type2
10177,68495,type2
10177,164,type3
10177,249858,type3
10177,9515,type4
10177,1112574,type4
10177,10169,type4
10177,15429,type4
10177,4804,type4
10177,12210,type4
10177,67415,type4
10177,68505,type4
10183,54550,type1
10183,259772,type1
10183,1114336,type2
10183,1108267,type3
10183,10430,type3
10183,10186,type4
10183,6378,type4
10183,1110947,type4
10183,1120713,type4
10183,47570,type4
10186,86840,type2
10430,1120713,type3
10430,3095,type4
10435,1103394,type1
10435,208345,type1
10435,8703,type2
10435,41417,type2
10435,112378,type3
10435,22566,type4
10531,1102850,type1
10531,36620,type1
10531,43698,type1
10531,1107567,type2
10531,194617,type2
10531,686532,type2
10531,1129442,type3
10531,31353,type3
10531,31336,type3
10531,1130634,type3
10531,31349,type4
10796,8699,type1
10796,31097,type1
10796,417017,type2
10796,20942,type2
10796,180373,type2
10796,1113934,type3
10796,93320,type3
10796,1135358,type3
10796,46536,type4
10796,30895,type4
10796,601567,type4
10796,1110947,type4
10796,1153148,type4
10796,6217,type4
10798,10183,type2
10798,212777,type2
10798,97892,type2
10798,601561,type2
10798,18619,type3
10798,252715,type4
10798,8703,type4
10798,10796,type4
10798,434,type4
10798,20193,type4
10798,1154500,type4
10981,23507,type4
10981,1102873,type4
11093,39199,type4
11148,1131719,type1
11148,25413,type2
11148,193354,type2
11148,1129835,type3
11326,11339,type4
11335,35070,type3
11335,49843,type3
11335,1153264,type4
11335,20833,type4
11335,1127657,type4
11335,217139,type4
11335,582511,type4
11335,11325,type4
11335,545647,type4
11337,1128256,type4
11339,211432,type2
11339,44017,type3
11339,30901,type3
11339,11326,type3
11339,45061,type3
11342,65650,type3
11342,79809,type4
11342,463825,type4
12155,1126350,type4
12158,148399,type4
12158,12199,type4
12165,1107567,type2
12165,1112099,type3
12169,4637,type3
12169,1119471,type3
12169,989397,type3
12182,28641,type1
12182,155736,type1
12182,5038,type1
12182,65650,type2
12182,12211,type2
12182,309476,type3
12182,4660,type3
12182,321861,type3
12182,1106418,type3
12182,1117249,type3
12182,1059953,type3
12182,1153183,type3
12182,429781,type4
12182,28632,type4
12182,157761,type4
12182,94713,type4
12182,219239,type4
12182,1118764,type4
12182,12165,type4
12182,28640,type4
12194,27199,type3
12195,38722,type3
12195,51180,type3
12195,1107319,type4
12195,1107567,type4
12195,1131611,type4
12195,1132285,type4
12195,12165,type4
12195,1112099,type4
12197,68495,type3
12197,111866,type3
12197,1119471,type4
12198,12158,type1
12198,1126350,type3
12198,12199,type3
12198,164,type3
12198,27612,type4
12198,95225,type4
12199,1119471,type3
12199,12247,type4
12210,12182,type1
12210,4804,type1
12210,6125,type3
12210,67415,type3
12210,57948,type4
12210,77515,type4
12210,1112574,type4
12211,12165,type4
12238,101263,type2
12238,12165,type2
12238,1107567,type2
12238,1112099,type3
12247,1119471,type1
12247,148399,type4
12330,949217,type2
12330,156977,type2
12330,1153861,type3
12330,1152490,type3
12330,400356,type4
12330,1120777,type4
12330,395553,type4
12330,107569,type4
12330,213279,type4
12337,16474,type3
12337,16470,type3
12337,16451,type4
12337,57764,type4
12337,395725,type4
12337,1129683,type4
12347,72101,type2
12347,16451,type4
12350,16451,type1
12350,152227,type2
12350,6539,type3
12350,1131611,type3
12350,157805,type3
12350,67415,type3
12350,101811,type3
12350,20602,type3
12350,4804,type3
12350,27612,type3
12350,6125,type3
12350,20601,type3
12350,12158,type4
12350,68495,type4
12350,12198,type4
12350,12210,type4
12350,12195,type4
12350,1107319,type4
12350,1104007,type4
12359,16451,type2
12359,242637,type3
12359,1131634,type3
12439,323128,type1
12439,340078,type3
12439,105057,type4
12576,1105221,type1
12576,127033,type1
12576,63832,type1
12576,1071981,type1
12576,56119,type2
12576,575795,type2
12576,28290,type2
12576,135130,type3
12576,83725,type3
12576,416455,type3
12576,56112,type3
12576,1104999,type3
12576,229635,type4
12576,62718,type4
12576,1107674,type4
12576,8875,type4
12576,1129573,type4
12576,56709,type4
12576,574710,type4
12631,6898,type1
12631,12638,type2
12631,6910,type2
12631,662416,type3
12631,1123188,type3
12631,78994,type4
12631,1154103,type4
12631,1152150,type4
12638,263553,type2
12638,4330,type3
12638,662416,type3
12638,119761,type4
12638,6910,type4
12638,6898,type4
12638,1123188,type4
13024,899119,type1
13136,160705,type3
13136,1118083,type4
13193,17208,type3
13193,755217,type4
13195,1107312,type1
13195,1120731,type2
13195,755217,type4
13205,13208,type4
13205,1105148,type4
13208,1105148,type1
13208,131318,type3
13212,170338,type1
13212,13208,type3
13212,214472,type3
13212,411005,type3
13212,358884,type3
13212,1105148,type3
13212,131318,type4
13213,131318,type3
13213,1152143,type4
13269,17476,type4
13652,83746,type3
13652,13654,type4
13652,13656,type4
13654,83746,type2
13654,987188,type4
13654,1115959,type4
13654,119686,type4
13656,1120431,type3
13658,13656,type1
13658,294239,type3
13658,1115959,type3
13658,987188,type4
13658,198443,type4
13658,119686,type4
13658,1120431,type4
13686,1272,type1
13686,1107355,type2
13686,1120431,type2
13686,1385,type2
13717,1110531,type1
13717,37998,type2
13717,38000,type4
13885,1104379,type1
13885,13917,type2
13885,31043,type2
13885,42847,type3
13885,84459,type4
13917,1120020,type3
13966,13960,type2
13972,1126050,type1
13972,20534,type4
13982,34979,type4
14062,1119708,type1
14062,141347,type2
14062,1153280,type2
14062,1152358,type2
14062,98693,type2
14062,33907,type3
14062,97390,type3
14062,44368,type3
14062,646836,type3
14062,1152421,type4
14062,1154459,type4
14083,1103016,type3
14090,1103016,type2
14090,643069,type4
14428,1103969,type1
14428,1103031,type1
14428,73119,type2
14428,14429,type3
14428,34082,type3
14428,14431,type4
14429,1103031,type2
14429,1119216,type2
14429,73119,type3
14429,14431,type4
14429,1103969,type4
14429,34082,type4
14430,73119,type1
14430,1119216,type1
14430,1103969,type3
14430,14429,type3
14430,1103031,type3
14430,14431,type4
14430,34082,type4
14431,1103031,type1
14529,1103038,type1
14529,1119987,type2
14529,1114864,type3
14529,239829,type4
14531,60682,type1
14531,592830,type2
14531,1103038,type3
14531,1105932,type3
14531,56167,type3
14531,1152308,type4
14545,1103038,type1
14545,14549,type4
14549,1103038,type4
14549,592830,type4
14807,1111240,type3
14807,264347,type3
15076,708945,type2
15076,25702,type4
15429,77515,type1
15429,12197,type1
15429,1104007,type1
15429,10169,type2
15429,210309,type2
15429,217115,type3
15429,1153160,type3
15429,219239,type3
15429,12350,type3
15429,41666,type3
15429,57948,type3
15429,1114526,type4
15429,9513,type4
15429,175576,type4
15429,89547,type4
15429,35854,type4
15429,9515,type4
15429,10177,type4
15429,1107572,type4
15431,35854,type2
15670,12558,type3
15889,175909,type1
15889,221302,type2
15889,1152564,type3
15889,1153891,type3
15889,15892,type3
15889,1118388,type4
15889,1110024,type4
15892,1118388,type4
15892,1116146,type4
15984,158098,type2
15984,308920,type3
15984,189577,type4
15984,714975,type4
15987,3192,type1
15987,714289,type3
15987,158098,type3
15987,523394,type4
15987,653441,type4
15987,1127530,type4
16008,189572,type1
16008,3191,type2
16008,308920,type2
16008,642827,type3
16008,3192,type3
16008,189577,type3
16008,1131165,type3
16008,523394,type3
16008,189571,type4
16008,1105531,type4
16008,158098,type4
16437,16474,type2
16437,51831,type3
16437,152219,type3
16437,16470,type3
16437,395725,type4
16437,430329,type4
16451,118436,type2
16461,1105603,type4
16470,1129621,type2
16471,16474,type3
16471,1114992,type3
16471,1104787,type3
16471,1126044,type3
16471,273949,type4
16474,16471,type4
16476,1123087,type1
16476,12359,type2
16476,1129621,type3
16476,16474,type3
16485,1105603,type1
16485,286500,type2
16485,12347,type3
16485,1104787,type3
16485,1120049,type3
16485,1109891,type3
16485,105856,type3
16485,1123087,type4
16819,646286,type1
16819,644334,type1
16819,643221,type2
16819,646195,type2
16819,1131167,type3
16819,643003,type3
16819,1131274,type3
16819,1131312,type4
16819,643069,type4
16819,644093,type4
16819,1131236,type4
16819,126793,type4
16843,643069,type2
16843,1152259,type4
16843,1152991,type4
17201,1118245,type1
17201,32872,type3
17201,184157,type3
17201,17208,type3
17201,95435,type4
17201,1107140,type4
17201,1126012,type4
17208,95435,type1
17208,32872,type2
17208,1153262,type3
17208,1152633,type3
17208,184157,type4
17242,1115291,type1
17242,280876,type1
17363,444191,type3
17476,1103162,type1
17476,892139,type2
17476,28456,type2
17476,33013,type2
17476,1122425,type2
17476,1129208,type3
17476,1105033,type4
17476,170338,type4
17476,682666,type4
17477,1103162,type3
17488,1103162,type4
17798,1152308,type2
17798,3231,type3
17798,323128,type3
17798,1119987,type3
17798,39131,type3
17798,56167,type4
17811,1107136,type1
17811,63486,type4
17821,245955,type2
18251,1106052,type3
18313,249421,type4
18532,86923,type3
18536,424540,type1
18536,86923,type3
18536,1106854,type4
18615,4660,type2
18615,582343,type3
18615,1000012,type4
18619,1153091,type2
18619,18615,type3
18619,4660,type4
18770,531351,type2
18770,28964,type4
18770,531348,type4
18773,167656,type2
18773,88356,type2
18774,73146,type1
18777,173863,type3
18777,510718,type3
18777,116790,type3
18777,66794,type3
18777,94713,type4
18777,103537,type4
18777,445938,type4
18777,1112686,type4
18777,18774,type4
18777,345340,type4
18777,73146,type4
18777,79817,type4
18777,33013,type4
18781,1108175,type1
18781,86840,type2
18781,18785,type4
18811,1112686,type2
18811,20920,type3
18811,1106401,type3
18812,510715,type3
18812,20920,type4
18815,20920,type2
18815,1104449,type3
18832,1122425,type1
18832,18833,type4
18832,81350,type4
18832,682666,type4
18834,1152740,type2
18834,1152944,type3
18834,18833,type4
19045,593210,type1
19045,87363,type3
19045,593328,type3
19045,593329,type4
19231,30934,type2
19231,1107572,type2
19231,686061,type3
19231,1153736,type4
19231,12960,type4
19231,18619,type4
19621,6184,type1
19621,649739,type1
19621,1114442,type1
19621,7276,type1
19621,1126044,type1
19621,330148,type1
19621,184918,type2
19621,763009,type2
19621,7297,type2
19621,240791,type2
19621,66990,type2
19621,948147,type2
19621,62347,type2
19621,631052,type3
19621,649730,type3
19621,123825,type3
19621,83826,type3
19621,950052,type3
19621,23448,type3
19621,1114153,type4
19621,853116,type4
19621,948299,type4
19621,1106287,type4
19621,628888,type4
19621,49482,type4
19621,1135082,type4
19621,1128846,type4
19621,1131464,type4
19621,42847,type4
19621,1135137,type4
19621,684372,type4
19697,239800,type2
19697,32698,type2
19697,40124,type4
19697,95718,type4
19697,131318,type4
20178,64271,type3
20178,38829,type4
20178,91853,type4
20179,20178,type2
20179,91853,type3
20179,91852,type4
20179,95188,type4
20180,91853,type3
20180,943,type4
20193,112813,type1
20193,1108597,type1
20193,5062,type2
20193,1114777,type2
20193,1119180,type2
20193,395725,type2
20193,566653,type2
20193,1153877,type2
20193,1153879,type2
20193,1130653,type3
20193,3085,type3
20193,144330,type3
20193,1153889,type3
20193,1116397,type3
20193,1138091,type3
20193,1130657,type4
20193,1116839,type4
20193,566488,type4
20193,566664,type4
20193,91853,type4
20193,1152244,type4
20193,30973,type4
20526,1103315,type3
20526,1118092,type4
20528,1103315,type1
20528,1103676,type4
20528,1107067,type4
20534,1106966,type1
20534,1111052,type2
20534,7419,type3
20534,23774,type3
20534,70442,type4
20534,1103315,type4
20534,1107455,type4
20584,235776,type2
20584,1111788,type2
20584,1118823,type2
20584,389715,type3
20584,6311,type3
20584,20593,type3
20584,20592,type3
20584,1106849,type3
20592,20593,type3
20601,1108167,type1
20601,12247,type2
20601,25805,type3
20601,1118209,type3
20601,124734,type3
20601,1121537,type3
20601,95225,type3
20601,12158,type4
20601,12199,type4
20601,20602,type4
20601,42207,type4
20602,20601,type2
20602,95225,type2
20602,12158,type2
20602,1108167,type3
20602,42207,type3
20602,12247,type3
20602,12155,type3
20602,12199,type4
20602,1121537,type4
20821,1127851,type3
20821,372862,type3
20857,1155073,type3
20857,1127863,type4
20923,294030,type2
20923,1116530,type3
20923,289885,type3
20923,1115701,type3
20923,20924,type4
20924,1113934,type1
20924,294030,type2
20924,1115701,type2
20924,289885,type3
20924,521207,type4
20924,1108267,type4
20972,1116181,type4
22229,595193,type1
22229,1128369,type1
22229,1107418,type3
22229,243483,type3
22229,459216,type3
22229,1103383,type3
22229,22241,type3
22229,144701,type3
22229,593105,type3
22229,1112911,type3
22229,190697,type4
22241,1107418,type3
22241,1128369,type4
22241,1103383,type4
22241,595193,type4
22386,38846,type1
22386,1107010,type1
22386,38845,type1
22386,310530,type2
22386,38839,type2
22386,3932,type2
22386,207395,type3
22386,1128407,type3
22431,144330,type1
22431,1110426,type2
22431,6639,type3
22431,49843,type3
22431,49844,type4
22431,49847,type4
22563,1121459,type1
22563,22566,type1
22563,22564,type2
22563,3220,type2
22563,6771,type2
22563,36140,type3
22563,107251,type3
22563,6767,type3
22563,107252,type3
22563,10435,type3
22563,1103394,type3
22563,1123926,type3
22563,1120962,type3
22563,1786,type4
22563,94229,type4
22563,12439,type4
22563,63915,type4
22563,389715,type4
22563,13686,type4
22564,1103394,type3
22564,22566,type3
22564,10435,type4
22566,10435,type4
22566,1103394,type4
22835,39904,type1
22835,1110563,type4
22869,22876,type3
22874,22876,type2
22875,1110947,type2
22875,22876,type4
22875,1113934,type4
22883,22876,type4
22886,1120444,type2
22886,1107367,type2
22886,28447,type4
23069,74700,type3
23069,23070,type4
23070,74698,type2
23070,134307,type2
23070,1116044,type4
23070,134316,type4
23070,87915,type4
23116,41666,type2
23116,576257,type2
23116,40124,type4
23116,1111978,type4
23116,1105433,type4
23258,1106052,type1
23258,18251,type3
23258,168410,type4
23502,184918,type2
23502,23507,type2
23507,93320,type2
23507,23502,type2
23507,649731,type3
23507,13717,type3
23507,1109392,type3
23507,217852,type3
23507,152731,type4
23546,27230,type2
23738,27249,type1
23738,411092,type2
23738,189574,type3
23738,84020,type3
23738,27250,type3
23738,1153064,type3
23738,101662,type3
23738,11325,type3
23738,22563,type4
23738,101811,type4
23738,1153148,type4
23738,73146,type4
23738,65650,type4
23738,11342,type4
23738,1118764,type4
23774,1106406,type2
23774,7432,type3
23774,1107455,type4
24043,1111265,type2
24043,15076,type3
24043,928873,type4
24476,1153024,type1
24476,1103499,type3
24476,1106546,type4
24530,1109581,type3
24966,1105433,type1
24966,239800,type1
24966,671293,type2
24966,145176,type2
24966,1106370,type2
24966,131318,type2
24966,197452,type2
24966,124828,type2
24966,1154042,type3
24966,95719,type3
24966,23116,type3
24966,1105344,type3
24966,19697,type3
24966,145134,type3
24966,92065,type3
24966,1106671,type3
24966,79809,type3
24966,1104449,type4
24966,1152194,type4
24966,27627,type4
24966,63549,type4
24966,65212,type4
24966,40124,type4
24966,1131267,type4
24966,641976,type4
24966,1131149,type4
24966,1123576,type4
24966,202639,type4
24966,131042,type4
24974,1112723,type2
24974,34315,type3
24974,131042,type3
24974,6771,type3
24974,40125,type4
24974,1104258,type4
25181,1152277,type2
25181,1154251,type2
25181,1152673,type2
25181,96335,type3
25181,27174,type3
25181,25184,type4
25184,385572,type3
25184,285675,type4
25702,1136397,type1
25702,202639,type2
25702,1108834,type3
25702,675649,type3
25702,1118848,type4
25702,910,type4
25702,147870,type4
25702,1153897,type4
25772,1122580,type1
25772,1126503,type3
25772,1997,type4
25772,1105932,type4
25772,1104769,type4
25772,641956,type4
25791,45212,type1
25791,28202,type3
25794,582343,type2
25805,1121063,type2
25805,385251,type2
25805,1110028,type3
25805,1108167,type3
26850,1114605,type4
27174,180373,type2
27174,25184,type4
27174,96335,type4
27174,35343,type4
27199,248119,type2
27199,148399,type4
27203,148399,type1
27203,1118209,type2
27203,1106418,type3
27230,23545,type1
27241,1106492,type1
27241,1116268,type4
27243,59045,type3
27243,1104851,type4
27246,1110390,type3
27249,8079,type2
27249,368431,type4
27510,188318,type1
27510,1110998,type3
27510,1152143,type3
27510,1128990,type3
27514,1152143,type4
27530,1128542,type2
27530,1106630,type3
27530,27531,type3
27530,592826,type4
27530,66594,type4
27531,1106370,type1
27531,763009,type3
27535,1112026,type2
27535,34961,type2
27535,308232,type3
27535,173884,type3
27535,13686,type3
27543,1135125,type2
27543,1106630,type3
27543,27531,type4
27606,124734,type2
27606,249858,type4
27606,111866,type4
27612,12198,type4
27612,1118209,type4
27623,28254,type2
27623,1126029,type2
27623,27632,type3
27623,686015,type3
27623,75674,type3
27623,105899,type3
27623,686030,type3
27623,686061,type3
27623,1104182,type4
27627,686030,type1
27627,18619,type2
27627,686015,type2
27627,28254,type2
27627,116021,type3
27627,105899,type3
27627,686061,type3
27627,23116,type3
27627,27632,type3
27631,20528,type2
27631,55968,type3
27631,28254,type4
27632,28254,type1
27895,1122580,type1
27895,23738,type1
27895,105057,type1
27895,112378,type2
27895,1786,type3
27895,1103676,type3
27895,1132706,type4
28026,5069,type4
28026,5064,type4
28202,1114629,type4
28202,325497,type4
28202,1128267,type4
28227,6169,type2
28227,20526,type3
28230,1123756,type2
28230,1108267,type3
28249,1129096,type1
28249,1116347,type3
28249,628668,type4
28254,105899,type2
28254,1118092,type3
28254,686015,type3
28254,686061,type4
28265,1152436,type3
28265,943,type4
28267,1152896,type2
28278,1107312,type3
28287,128540,type1
28287,387795,type3
28287,56709,type3
28287,308529,type3
28287,1106547,type4
28287,1107355,type4
28287,567005,type4
28287,1385,type4
28290,56709,type3
28290,28287,type4
28290,1104999,type4
28290,1107674,type4
28290,63832,type4
28290,308529,type4
28336,108047,type2
28350,241133,type1
28350,1113459,type1
28350,6220,type1
28350,1129243,type1
28350,628667,type3
28350,6210,type3
28350,95579,type3
28350,628668,type3
28350,341188,type3
28350,28227,type4
28350,13193,type4
28350,1109957,type4
28359,35863,type3
28385,118558,type4
28385,1106112,type4
28385,1125895,type4
28387,1107312,type1
28389,353541,type2
28412,27631,type2
28412,1128430,type4
28412,6220,type4
28412,6217,type4
28447,1107367,type3
28447,194645,type4
28447,1120444,type4
28471,91975,type1
28485,168410,type3
28485,23258,type4
28487,206259,type1
28487,128,type2
28487,1153056,type2
28487,8213,type2
28487,95586,type3
28489,6210,type3
28489,13193,type4
28491,1152910,type3
28491,341188,type3
28491,782486,type4
28491,153598,type4
28504,7430,type2
28504,1139928,type3
28504,1153287,type3
28504,365294,type4
28504,95589,type4
28504,131315,type4
28542,206259,type1
28542,124064,type3
28632,32260,type3
28640,28641,type2
28640,1059953,type4
28649,155736,type1
28649,12182,type4
28649,155738,type4
28851,54131,type1
28851,595157,type3
28851,578669,type3
28957,88356,type1
28957,189577,type2
28957,1105531,type2
28957,94713,type3
28957,159897,type3
28957,35922,type3
28957,28964,type4
28957,103537,type4
28957,66794,type4
28964,1125944,type1
28964,1125402,type3
29492,152219,type2
29492,3229,type2
29492,1112426,type3
29492,1122574,type3
29492,131117,type3
29492,400473,type4
29492,144408,type4
29492,29708,type4
29708,131315,type4
29723,300071,type1
29723,6818,type1
29723,35905,type2
29723,131315,type4
29738,155277,type4
30817,3229,type1
30817,75691,type3
30817,631052,type4
30817,1120211,type4
30895,1154251,type3
30895,1152673,type3
30895,1152277,type3
30895,144679,type3
30895,30901,type3
30934,12960,type4
31055,1106630,type4
31083,48066,type1
31083,1123068,type1
31105,1105672,type2
31105,175291,type4
31336,686532,type3
31336,1129442,type4
31336,31349,type4
31349,686532,type4
31353,1063773,type1
31353,686532,type1
31353,1107567,type2
31353,286562,type2
31353,31927,type2
31353,43698,type2
31353,1152904,type3
31353,1129608,type3
31353,194617,type3
31353,1124844,type3
31353,686559,type3
31353,1152162,type3
31353,31349,type3
31353,1123576,type3
31353,1129442,type3
31353,1152272,type3
31353,10531,type4
31353,1135746,type4
31353,31336,type4
31479,294030,type2
31479,20592,type2
31479,39165,type3
31479,289885,type4
31479,14549,type4
31479,114189,type4
31479,1115701,type4
31483,39126,type2
31483,118682,type2
31483,1131137,type3
31483,39165,type3
31489,632796,type2
31489,40583,type2
31489,1130780,type2
31489,40605,type3
31489,633585,type3
31489,1152150,type4
31489,632874,type4
31489,633721,type4
31489,9581,type4
31489,227286,type4
31489,632935,type4
31769,67245,type1
31769,67246,type4
31863,358894,type2
31863,91581,type4
31927,31932,type2
31927,1129572,type3
31927,194617,type3
31927,1124844,type4
31932,194617,type4
32083,45605,type2
32083,1120962,type2
32083,31769,type3
32083,1153933,type3
32083,200630,type4
32083,35061,type4
32083,6771,type4
32083,688361,type4
32083,1113995,type4
32083,346292,type4
32260,62274,type1
32260,94713,type4
32276,39199,type2
32276,15076,type2
32276,636500,type3
32276,84695,type3
32276,174418,type4
32276,636511,type4
32688,1717,type3
32688,69418,type4
32698,95719,type2
32872,1118245,type2
33231,1105531,type1
33231,315266,type1
33231,1121254,type1
33231,1132887,type2
33231,158172,type3
33231,300071,type4
33231,293974,type4
33231,445938,type4
33301,1022969,type1
33301,33303,type4
33325,12960,type1
33325,1110256,type3
33325,429781,type4
33412,211875,type1
33412,34708,type3
33412,124296,type3
33818,1123087,type3
33818,1120138,type3
33818,78552,type4
33818,78549,type4
33818,78557,type4
33823,1119004,type1
33823,78552,type3
33823,78557,type3
33823,33818,type3
33823,78549,type3
33895,82087,type1
33895,33904,type2
33895,1154176,type2
33895,593813,type4
33895,1103960,type4
33895,1153577,type4
33904,1103960,type2
33904,1110546,type4
33907,1103960,type1
33907,593091,type2
33907,593813,type3
33907,1136814,type4
33907,1134022,type4
34082,1119216,type3
34082,1103969,type4
34257,368605,type1
34257,1106771,type1
34257,1153003,type2
34257,87482,type2
34257,1111186,type2
34257,1115456,type2
34257,1114398,type2
34257,90655,type2
34257,1116974,type2
34257,1122642,type3
34257,34266,type4
34257,192870,type4
34257,34263,type4
34263,90655,type2
34263,87482,type4
34263,1122642,type4
34266,34263,type2
34266,90655,type3
34266,1122642,type3
34315,40125,type3
34315,1103979,type4
34355,1103979,type4
34708,120039,type2
34708,211432,type3
34708,102406,type4
34961,22883,type3
34961,31043,type3
34979,1106418,type1
34979,1104007,type3
34979,13982,type4
35061,263498,type1
35061,45605,type1
35061,1113438,type3
35061,144701,type3
35061,210871,type3
35061,22229,type3
35061,48766,type4
35061,503871,type4
35061,1153860,type4
35061,682815,type4
35061,1152761,type4
35061,240791,type4
35335,35343,type4
35335,59772,type4
35335,168958,type4
35343,1118332,type3
35490,1104031,type1
35490,1116410,type3
35490,64271,type4
35490,95188,type4
35778,1108389,type3
35778,108962,type3
35778,1919,type3
35778,1125469,type3
35778,73146,type4
35778,519318,type4
35778,108983,type4
35797,1110998,type1
35797,188318,type2
35797,1050679,type3
35797,60170,type3
35797,1116629,type3
35797,627024,type3
35797,100961,type4
35797,399370,type4
35797,60169,type4
35797,1128974,type4
35852,1035,type2
35852,41732,type2
35852,1113438,type3
35852,486840,type3
35863,28359,type2
35863,134060,type3
35863,20972,type4
35905,29723,type4
35905,1152904,type4
35905,1152272,type4
35905,1152162,type4
35922,50336,type1
35922,1152904,type2
35922,1152162,type2
35922,390894,type3
35922,194223,type3
35922,390896,type3
35922,1105116,type4
35922,396412,type4
35922,66982,type4
35922,50337,type4
35922,1152272,type4
35922,390922,type4
35922,1140547,type4
36131,77438,type2
36131,1152633,type4
36131,17208,type4
36140,112378,type2
36140,1104055,type2
36140,323128,type2
36140,350373,type2
36140,46500,type3
36140,22563,type3
36140,27249,type4
36140,63915,type4
36140,105057,type4
36140,57764,type4
36140,12439,type4
36140,35797,type4
36145,1116268,type1
36145,52784,type1
36145,1104055,type3
36145,272720,type4
36145,1105672,type4
36162,1152975,type1
36162,20528,type2
36162,197452,type2
36162,1152307,type3
36162,1152448,type4
36162,1153703,type4
36162,1132815,type4
36167,20528,type3
36620,120039,type3
36620,1128430,type3
36620,189620,type3
36802,1108389,type1
36802,590022,type2
36802,37888,type2
36802,189856,type3
36802,589923,type4
36802,130,type4
37483,217852,type1
37483,5959,type3
37483,63931,type3
37483,1130539,type4
37483,2440,type4
37541,1119140,type3
37541,260979,type4
37879,1105116,type2
37884,300071,type4
37888,1108389,type3
37888,1125469,type4
37888,293974,type4
37888,77438,type4
37888,1152633,type4
38205,1153942,type1
38205,593060,type2
38205,61069,type2
38205,595056,type2
38205,1128997,type3
38205,592975,type3
38205,606647,type3
38205,1129610,type4
38205,592986,type4
38205,108047,type4
38205,117316,type4
38480,1104182,type3
38537,642847,type2
38537,1131277,type3
38537,1131270,type3
38537,153063,type4
38537,646195,type4
38537,137868,type4
38722,81350,type3
38722,65650,type3
38722,5038,type3
38722,1106172,type4
38722,51180,type4
38722,1135746,type4
38771,1104191,type3
38829,1116397,type3
38829,1107010,type4
38829,1152244,type4
38839,310530,type4
38845,1110579,type2
38845,1107010,type4
38846,38845,type3
38846,1128407,type4
39126,1107067,type3
39126,88356,type3
39127,1128935,type2
39127,592826,type2
39127,1105932,type3
39127,195150,type3
39127,592830,type3
39127,46476,type3
39127,116081,type3
39127,75972,type3
39127,3231,type3
39127,116087,type3
39127,1128881,type3
39127,52835,type3
39127,49660,type4
39127,116084,type4
39127,1128927,type4
39127,277263,type4
39130,36620,type2
39130,346243,type2
39130,521252,type3
39130,39131,type4
39131,6334,type1
39131,1131728,type3
39131,1106330,type3
39131,3231,type4
39165,1131137,type2
39165,118682,type3
39165,39126,type4
39199,39210,type2
39199,66982,type3
39199,66990,type3
39210,66982,type3
39210,66986,type3
39403,130,type3
